ID,タイトル,内容,閲覧数,カテゴリID,公開状態,作成者,作成日,最終更新日,最初の公開日,最終公開日
49f1aa69-8d98-4801-809e-892388a8f712,どのような支払い方法がありますか?,"<div data-component-type=""heading""><h2 id="""" level=""4"">お支払方法は､以下のいずれかよりお選びいただけます｡</h2></div><div data-component-type=""text""><ul>
  <li>クレジットカード</li>  <li>Amazonペイメント</li>  <li>atone 翌月後払い (コンビニ)</li></ul></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:36:59","2021-05-22 16:37:47","2021-05-22 16:37:47","2021-05-22 16:37:47"
4cc94518-ebb0-43d0-9afc-8feaa9ff7f92,商品の保証について知りたいのですが？,"<div data-component-type=""text""><div>特に注記がない限り、商品添付の保証書の記載内容によるものとします。ただし、当社では保証書に購入日と店名の記載・押印はいたしませんので、商品同封の明細書も保証書と一緒に保管してください。保証書が添付されてない商品の保証につきましてはご容赦ください。<br />
なお、生花につきましては、配送中に生じた破損・劣化のみ当社が保証いたします。ただし、ご不在が理由となる再配送などによる商品受取の遅延で生じた破損・劣化についての保証はできません。ご了承ください。</div></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-09-22 16:44:00","2021-10-28 11:49:53","2021-09-22 16:44:29","2021-10-28 11:49:53"
9b6e7218-c2f9-400b-8685-4675b5f9f2da,製品のお届け先を変更できますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">誠に申し訳ございませんが、注文確定後のお客様のご都合による配送先のご変更はできません。ご了承ください。</h2></div><div data-component-type=""text""><div><br /></div></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:45:20","2021-05-22 16:45:40","2021-05-22 16:45:40","2021-05-22 16:45:40"
9bc3d7c3-ce5c-4afd-bb9f-1bb1f56b1906,製品が発送されない。商品が届かない。,"<div data-component-type=""heading""><h2 id="""" level=""4"">ご注文いただいた製品が出荷されますと、配送情報がメールにて送付されます｡ もしこちらのメールが届いていない場合は、カスタマーサポートへご連絡ください｡</h2></div><div data-component-type=""text""><div>上記メールを受信済みの場合は、お手数ですが配送業者へ直接ご連絡ください｡</div></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:46:36","2021-05-22 16:47:19","2021-05-22 16:47:19","2021-05-22 16:47:19"
a179690e-04ff-43a5-8d03-772b35c915bc,ギフトラッピングや、複数の製品ご注文時に同梱の指定はできますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">誠に申し訳ございませんが、ご指定は承っておりません｡</h2></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:47:39","2021-05-22 16:47:57","2021-05-22 16:47:57","2021-05-22 16:47:57"
b9e79322-1a7e-4003-825a-cb6aec74296e,送料はかかりますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">ご購入金額が4000円未満の場合､送料540円(税込)が必要となります｡また､ご購入金額が4000円以上のお客様は､送料無料となります｡</h2></div><div data-component-type=""text""><div><br /></div></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:39:09","2021-05-22 16:39:44","2021-05-22 16:39:44","2021-05-22 16:39:44"
be1ff100-a7f5-4708-aa73-babc680e6332,注文後に、注文内容の変更・配送先の変更はできますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">誠に申し訳ございませんが、注文確定後のお客様のご都合によるご注文内容の変更・配送先のご変更は承っておりません｡</h2></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:35:45","2021-05-22 16:36:11","2021-05-22 16:36:11","2021-05-22 16:36:11"
e757fc85-f4a0-4a86-aa10-4dc9dbb5f19e,支払い方法を変更できますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">注文確定後のお支払いの変更はできません｡</h2></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:38:12","2021-05-22 16:38:36","2021-05-22 16:38:36","2021-05-22 16:38:36"
e9e9d2cc-e891-48db-9eaa-c79f67a8230e,注文のキャンセルはできますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">誠に申し訳ございませんが、原則としてご注文後発送手配が完了している場合､お客様のご都合によるご注文のキャンセルはお受け致しかねます｡</h2></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:34:13","2021-05-22 16:34:57","2021-05-22 16:34:40","2021-05-22 16:34:57"
f1c33cbd-1e74-4dbb-86e0-18699ec2741d,注文した製品は、何日後に届きますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">入金確認後1～7営業日でお届け致します｡</h2></div><div data-component-type=""informative""><div class=""info-container"" info-color=""green""><div class=""info-content""><div>ただし､配送状況により上記日程を超えてのお届けになる場合もございます｡</div></div></div></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:44:11","2021-05-22 16:44:54","2021-05-22 16:44:54","2021-05-22 16:44:54"
f1fc6cc0-6ccb-4bde-b143-808f6f0970f3,配送業者はどこですか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">発送業務はアマゾン・ジャパン合同会社様へ外部委託を行っております。</h2></div><div data-component-type=""text""><div>配送業者はデリバリープロバイダ､ヤマト運輸、日本郵便等（配送業者様は適宜異なる場合がございます。）</div></div><div data-component-type=""informative""><div class=""info-container"" info-color=""blue""><div class=""info-content""><ul>
  <li>アマゾン・ジャパン合同会社様のシステム仕様により、沖縄県の一部の住所には配送できない場合がございます。その場合につきましては、キャンセル対応とさせていただきます。</li>  <li>コンビニエンスストアまたは、配送業者局留めでのお受け取りはできません。お受け取りできるご自宅等のご住所にてご注文ください。</li></ul></div></div></div>",,f3da4236-61b4-4b01-b0f4-b2afe14b1cba,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:40:06","2021-05-22 16:41:33","2021-05-22 16:41:33","2021-05-22 16:41:33"
1450f3b0-c770-4d07-816a-38522f3a0074,不良品を交換したいです。,"<div data-component-type=""heading""><h2 id="""" level=""4"">Ankerの全製品には18ヶ月間の製品保証がついておりますので、その期間内にお買い上げの製品に不具合があった場合、カスタマーサポートにお問い合わせください。弊社が不具合であると確認した後、迅速に同一新品製品との交換対応をお承り致します。</h2></div>",,b306b3d6-096c-4e96-ac0a-4b99a9a7e12c,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-23 10:13:05","2021-05-23 10:13:38","2021-05-23 10:13:38","2021-05-23 10:13:38"
f8198657-562c-4d81-8562-f3ebcc156f5f,充電できない,"<div data-component-type=""heading""><h2 id="""" level=""3"">Anker製モバイルバッテリーが充電できない場合の確認事項と対処方法については以下をご確認ください</h2></div><div data-component-type=""line""><hr line-style=""thin"" /></div><div data-component-type=""heading""><h2 id="""" level=""3"">確認①　充電ケーブル</h2></div><div data-component-type=""text""><div>充電ケーブルの不良が原因でモバイルバッテリーの充電ができないことが考えられます。新しい充電ケーブルで充電が可能かご確認ください</div></div><div data-component-type=""heading""><h2 id="""" level=""3"">確認②　モバイルバッテリー</h2></div><div data-component-type=""text""><div>新しい充電ケーブルでも充電ができない場合、モバイルバッテリー側に原因があることが考えられます。</div><div><br /></div><div><strong>利用回数の限度</strong></div><div><br /></div><div>モバイルバッテリーを長期間使っていると劣化してきます。モバイルバッテリーの充電回数は、約300～500回ぐらいです。1日に1回、モバイルバッテリーで充電したとすると約1年～1年半ぐらいが寿命となります。</div></div><div data-component-type=""informative""><div class=""info-container"" info-color=""blue""><div class=""info-title"">修理のご相談</div><div class=""info-content""><div>充電回数も少なく、モバイルバッテリーの故障が考えられる場合は弊社サポートセンターまでご相談をお願い致します</div><div><br /></div><div>お問合せは<a href=""https://sapporo.wixanswers.com/contact"" target="""">こちら</a",,b306b3d6-096c-4e96-ac0a-4b99a9a7e12c,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:13:59","2021-05-22 16:20:55","2021-05-22 16:20:55","2021-05-22 16:20:55"
c29a632c-a75f-45ab-b7b2-45cadb462f69,修理したい,"<div data-component-type=""text""><div>弊社では製品の修理を行っておりません。</div><div>保証期間内の場合は無償にて交換対応させていただいております。</div><div><br /></div><div>詳しくは<a href=""https://sapporo.wixanswers.com/kb/ja/article/%E8%A3%BD%E5%93%81%E3%81%AE%E4%BF%9D%E8%A8%BC%E5%86%85%E5%AE%B9%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6"" target="""">製品の保証内容</a>についてをご覧ください</div></div>",,5a4d56ee-9498-4cac-a234-c0b4639f2722,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-24 15:54:11","2021-05-24 15:55:30","2021-05-24 15:55:30","2021-05-24 15:55:30"
ec62d503-9114-4ea1-8b97-718753d214d7,製品の保証内容について,"<div data-component-type=""heading""><h2 id="""" level=""3"">30日間の返品返金保証ならび
18ヶ月製品長期保証を提供しております</h2></div><div data-component-type=""text""><div><br /></div></div><div data-component-type=""heading""><h2 id="""" level=""3"">30日間の返品返金保証</h2></div><div data-component-type=""text""><div>ご注文日から30日間 (注) は、以下のいずれかの場合に限り、弊社指定の場所に製品をご返品後、返金対応を承ります。 (注：予約注文を除く。予約注文に限り、発送日から起算させて頂きます。)</div></div><div data-component-type=""text""><div><strong>① 製品不具合の場合</strong></div><div><br /></div><div>製品が説明書通りに動作しない、未使用の状態で製品にキズがあった、お客様に到着した際に箱がつぶれていた、等の場合 (これらの状況を「不具合」と呼びます) 、ご希望されるお客様には製品代金の全額を返金致します。この際、当該製品返品のための返送送料は弊社が負担致します。ただし、ご購入後の落下、衝撃、改造、浸水等、お客様が意図せずとも製品の故障につながるような行為を起因とした製品の不具合 (「お客様過失による不具合」と呼びます) につきましては、本保証の対象外とさせていただきます</div><div><br /></div><div><strong>② 上記以外で返品をご希望の場合</strong></div><div><br /></div><div>購入された製品自体に不具合はないものの、お客様が意図せずとも誤って注文された (色違い、長さ違いを含む) 等を理由に返品をご希望される場合、当該製品返品のための返送送料をお客様にご負担いただくことを条件に、製品代金の全額を返金致します。なお、お客様のご判断により着払い等でご返送いただいた場合、返品をお受け致しませんので、あらかじめご了承ください。</div></div><div data-component-type=""informative""><div c",,5a4d56ee-9498-4cac-a234-c0b4639f2722,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:25:22","2021-05-22 16:30:10","2021-05-22 16:30:10","2021-05-22 16:30:10"
11540578-a729-4ea7-ba83-82c931a94316,返品の手続きはどうすればいいでしょうか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">電子メールもしくはお電話でカスタマーサポートにお問い合わせください。</h2></div><div data-component-type=""text""><div>カスタマーサポートより、ご返品の方法についてご案内致します。</div></div>",,a971c021-f85e-4918-a3be-0066669a345b,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:51:01","2021-05-22 16:51:25","2021-05-22 16:51:25","2021-05-22 16:51:25"
48378834-6ebc-425a-a7e4-87eaa8ef974e,製品の外箱が破損しています。交換はできますでしょうか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">カスタマーサポートにお問い合わせください。お客様に到着した際に箱がつぶれていた場合、迅速に同一新品製品との交換対応をお承り致します。</h2></div>",,a971c021-f85e-4918-a3be-0066669a345b,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:51:42","2021-05-22 16:52:08","2021-05-22 16:52:08","2021-05-22 16:52:08"
848968a3-bd1a-44d1-a709-a03accaeb4e0,海外で購入した製品が壊れました。日本で交換・返品はできますか？,"<div data-component-type=""text""><div><br /></div></div><div data-component-type=""heading""><h2 id="""" level=""4"">海外で購入した製品を日本で交換/返品することはできません。ご購入元の店舗様宛にお問い合わせください。</h2></div><div data-component-type=""text""><div><br /></div><div><br /></div></div>",,a971c021-f85e-4918-a3be-0066669a345b,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-23 10:13:58","2021-05-23 10:14:32","2021-05-23 10:14:18","2021-05-23 10:14:32"
8c9049e5-4d1d-458c-a16d-4d075e3272bd,開封した製品でも返品はできますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">ご注文日から30日以内に、メールやお電話にてカスタマーサポートにお問い合わせください。</h2></div><div data-component-type=""text""><div>カスタマーサポートより、ご返品の方法についてご案内致します。<br />
製品返品のための返送送料をお客様にてご負担いただくことを条件に､製品代金の全額を返金致します。</div><div><br />
ただし、お客様のご判断により着払い等でご返送いただいた場合、弊社では返品をお受けとり致しかねます。あらかじめご了承ください。</div></div>",,a971c021-f85e-4918-a3be-0066669a345b,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:49:04","2021-05-22 16:49:30","2021-05-22 16:49:30","2021-05-22 16:49:30"
9cabe102-b236-4a91-8705-5c8788f6da49,届いた製品に傷がついています。どうすればいいでしょうか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">全製品には18ヶ月間の製品保証がついておりますので、その期間内にお買い上げの製品に不具合があった場合、カスタマーサポートにお問い合わせください。弊社が不具合であると確認した後、迅速に同一新品製品との交換対応をお承り致します。</h2></div>",,a971c021-f85e-4918-a3be-0066669a345b,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:52:20","2021-05-22 16:52:46","2021-05-22 16:52:46","2021-05-22 16:52:46"
d893b02e-0f09-4376-9e1b-c358c835b04b,間違った製品を購入してしまった場合、返品はできますか？,"<div data-component-type=""heading""><h2 id="""" level=""4"">ご注文日から30日以内に、メールやお電話にてカスタマーサポートにお問い合わせください。</h2></div><div data-component-type=""text""><div><br /></div><div>カスタマーサポートより、ご返品の方法についてご案内致します。<br />
製品返品のための返送送料をお客様にてご負担いただくことを条件に､製品代金の全額を返金致します。</div><div><br /></div></div><div data-component-type=""informative""><div class=""info-container"" info-color=""orange""><div class=""info-title"">ご注意</div><div class=""info-content""><div>お客様のご判断により着払い等でご返送いただいた場合、弊社では返品をお受けとり致しかねます。あらかじめご了承ください。</div></div></div></div><div data-component-type=""text""><div><br /></div></div><div data-component-type=""collapsible""><div><h4 class=""collapsible-title"">返品手続きについて</h4><div class=""collapsible-content""><div>カスタマーサポートより、ご返品の方法についてご案内致します。 製品返品のための返送送料をお客様にてご負担いただくことを条件に､製品代金の全額を返金致します。</div></div></div></div>",,a971c021-f85e-4918-a3be-0066669a345b,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 16:48:14","2021-05-28 08:05:09","2021-05-22 16:48:50","2021-05-28 08:05:09"
b2e31ac3-d0c3-4324-99f3-44470c668815,"取扱説明書
Anker PowerCore 13000","<div data-component-type=""text""><div><a href=""https://d2x3xhvgiqkx42.cloudfront.net/8b4de52f-f9b8-46bd-8e5b-5f1b35623ce7/70b48832-e802-4fdc-a006-6aafb8bb9337/2021/05/22/a7d97b8e-b797-4985-b98b-f7ece40b619e/a1109manual.pdf?response-content-disposition=attachment;filename*=UTF-8''a1109manual.pdf"" target="""">取扱説明書（PDF）</a></div></div>",,1634036d-e526-424b-8111-a039eb88651a,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 12:20:53","2021-05-22 12:21:07","2021-05-22 12:21:07","2021-05-22 12:21:07"
bc95c773-5cf0-4f73-aba7-8dbbdf641a32,"取扱説明書
Anker PowerCore 5000","<div data-component-type=""text""><div><a href=""https://d2x3xhvgiqkx42.cloudfront.net/8b4de52f-f9b8-46bd-8e5b-5f1b35623ce7/70b48832-e802-4fdc-a006-6aafb8bb9337/2021/05/22/a7d97b8e-b797-4985-b98b-f7ece40b619e/a1109manual.pdf?response-content-disposition=attachment;filename*=UTF-8''a1109manual.pdf"" target="""">取扱説明書（PDF）</a></div></div>",,1634036d-e526-424b-8111-a039eb88651a,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 12:19:17","2021-05-22 12:19:56","2021-05-22 12:19:56","2021-05-22 12:19:56"
febb3eaf-2a0c-4030-9dc9-c55d832a8f0b,"取扱説明書
Anker PowerCore Essential 20000","<div data-component-type=""text""><div><a href=""https://d2x3xhvgiqkx42.cloudfront.net/8b4de52f-f9b8-46bd-8e5b-5f1b35623ce7/70b48832-e802-4fdc-a006-6aafb8bb9337/2021/05/22/fd1a1888-60fc-42b5-92c1-9e215c17ac7d/a1268manual.pdf?response-content-disposition=attachment;filename*=UTF-8''a1268manual.pdf"" target="""">取扱説明書（PDF）</a></div></div>",,1634036d-e526-424b-8111-a039eb88651a,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-22 12:15:20","2021-05-22 12:18:10","2021-05-22 12:17:41","2021-05-22 12:18:10"
0bd76d68-7d1c-413e-bcde-9680da74e666,,"<div data-component-type=""text""><div></div></div><div data-component-type=""text""><div>これはミャンマー語です</div></div><div data-component-type=""text""><div dir=""rtl"" style=""text-align: right""> </div></div><div data-component-type=""text""><div>これアラビア語</div></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-07-14 09:22:24","2021-07-14 18:28:45","2021-07-14 09:23:30","2021-07-14 09:23:30"
187725ea-e536-48b8-ba17-36be19b18d27,カスタマーサポートの営業時間,"<div data-component-type=""text""><div><strong>お電話（03-4455-7823）</strong></div><div><br /></div><div>月～金 9:00～17:00 祝日・お盆・年末年始を除く</div><div><br /></div><div><strong>メール（お問合せフォーム）</strong></div><div><br /></div><div>24時間</div><div><br /></div><div><strong>チャット</strong></div><div><br /></div><div>24時間（チャットボットによる対応）</div><div>月～金 9:00～17:00 祝日・お盆・年末年始を除く（オペレーターによる対応）</div></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-25 23:05:39","2021-05-25 23:07:51","2021-05-25 23:07:34","2021-05-25 23:07:34"
498d3ab2-6c14-49c5-bd2e-3f4541a508da,水引の結び方,"<div data-component-type=""text""><div>一般的に水引の結び方は、蝶の羽の形になる結び方（蝶結び）と、輪のできない結び方（結び切り・引き結び）、どちらの場合にも使える結び方（あわび結び・あわじ結び）の三通りあります。<br />
<br />
蝶結びは、片方の水引を引くとほどけてしまい、再度容易に結ぶことができるため、そのことが何度も繰り返されてよい場合に使用し、結婚祝いを除くほとんどの慶事と一般贈答に用いられます。（結婚祝いでも、結婚記念日などの祝い品は蝶結びにします。）<br />
<br />
結び切りは、片方の水引を引いてもほどけない結び方です。再度容易に結ぶことができないため、二度とそのことが繰り返されないようにという意味が込められています。結婚祝い（結婚記念日などを除く）と弔事の場合はすべて結び切りを使用します。病気見舞いも結び切りです。但し、地方の風習により水引の結び方が異なる場合があります。<br />
<br />
水引の先を輪にしたものは「輪結び」といい、お祝いに使用します。</div></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-07-12 23:16:59","2021-07-12 23:17:54","2021-07-12 23:17:14","2021-07-12 23:17:14"
63bcdd8b-f207-42d8-bb00-c1374f7de999,お問合せ先が知りたい,"<div data-component-type=""text""><div>03-4455-7823</div><div><br /></div><div>【受付時間】</div><div>月～金 9:00～17:00 祝日・お盆・年末年始を除く</div><div><br /></div><div>メールでのお問合せは<a href=""https://sapporo.wixanswers.com/contact"" target="""">こちら</a></div></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-25 19:02:09","2021-05-25 19:05:04","2021-05-25 19:05:04","2021-05-25 19:05:04"
93b7cff1-4f39-4e95-bb16-692b0425ac59,パスワードを忘れてしまった,"<div data-component-type=""text""><div>パスワードを忘れてしまった場合、<a href=""http://www.google.com"" target="""">こちら</a>よりパスワードリセットを行ってください</div></div><div data-component-type=""informative""><div class=""info-container"" info-color=""red""><div class=""info-title"">ご注意</div><div class=""info-content""><div>パスワードを3回続けて間違えた場合、24時間パスワードがロックされパスワードリセットも出来なくなりますのでご注意ください</div></div></div></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-28 07:20:19","2021-05-28 07:25:10","2021-05-28 07:25:10","2021-05-28 07:25:10"
9460ceae-cb5b-44ee-ad68-831b2ab6e9b5,"iframe test","<div data-component-type=""text""></div><div data-component-type=""iframe""><div class=""iframe-wrapper"" style=""text-align:left""><iframe src=""https://docs.google.com/spreadsheets/d/1MJ7yqTlqdfRuo-11Uw7OnhO7xi646uicGcc7jxB25V4/edit#gid=0"" style=""width:600px;height:450px;"" scrolling=""auto""></iframe></div></div><div data-component-type=""text""><div><br /></div></div><div data-component-type=""iframe""><div class=""iframe-wrapper"" style=""text-align:left""><iframe src=""https://docs.google.com/spreadsheets/d/e/2PACX-1vQ1XYG4t4hBjNsKlzh2wacEmJs21nmT4OpToKBcdgDjMm-T0e3r6IA6osMKauZTXJ8baEbUygQshn7x/pubhtml?gid=0&amp;single=true&amp;widget=true&amp;headers=false"" style=""width:600px;height:450px;"" scrolling=""auto""></iframe></div></div><div data-component-type=""text""><div>&lt;!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--&gt;これはテストです</div></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-07-15 17:18:39","2021-07-29 17:18:10","2021-07-29 17:05:16","2021-07-29 17:18:10"
ed1ae00e-a9ed-47ac-bfb6-044ebcee348e,Anker会員はどのような特典がありますか?,"<div data-component-type=""heading""><h2 id="""" level=""3"">Anker公式オンラインストアでは､会員登録をしていただいた方々へ､様々な特典サービスをご用意しております。詳細は会員特典についてのページをご確認ください｡</h2></div>",,37cf45b1-c1a6-4673-942c-d2c34f4e0a86,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-23 10:15:01","2021-05-23 10:15:19","2021-05-23 10:15:19","2021-05-23 10:15:19"
10a6ee15-2d79-47db-8d85-359aad3c905c,"Ankerグループの本社Anker Innovationsが深証券取引所の新興企業向け市場「創業板 (ChiNext) 」へ新規上場","<div data-component-type=""text""><h1><img data-composite=""true"" src=""https://lp.ankerjapan.com/hubfs/Landing%20Page/20200822_Listing%20Day/02.jpg"" alt=""02"" /></h1><h2>Ankerグループの本社Anker Innovationsが<br />
深証券取引所の新興企業向け市場「創業板 (ChiNext) 」へ新規上場</h2><div></div><div>Ankerグループの本社Anker Innovationsは2020年8月24日、深証券取引所の新興企業向け市場「創業板 (ChiNext) 」にて、新方式のIPO登録制導入後初の上場企業の一つとして新規上場を致しました。</div><div>今回の株式上場に際しAnker Innovationsは4,100万株を新たに発行し、約420億円の資金調達を行います。</div><div>調達した資金は、主にコア技術や製品、ソフトウェアの研究開発や、その中心となる施設の増強や運用に投じられ、世界中のお客様の生活をよりスマート＆快適にサポートする体制強化を行って参ります。</div><div></div><div><a class=""ce-image-link"" href=""https://lp.ankerjapan.com/cs/c/?cta_guid=24753d64-f0be-4845-b329-86f5ce0865bc&amp;signature=AAH58kHiDt-eqkcc0HVLUfBLAWD-VgiOAg&amp;pageId=33970940809&amp;placement_guid=a63194c0-1a85-4159-bca2-75f94431dc8a&amp;click=693e66d5-347a-4035-8f9f-2c9ec7e1f6ec&amp;hsutk=ac13a8677c00df748b491da56ca9079b&amp;canon=https%3A%2F%2Flp.ankerjapan.com%2Fanker-ipo&amp;utm_referrer=https%3A%2F%2Flp.ankerjapan.com%2Fcorporate&amp;portal",,37b924fb-2ca6-4e35-ac17-7847047d7ed8,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-23 10:23:40","2021-05-23 10:24:35","2021-05-23 10:24:35","2021-05-23 10:24:35"
e1bb0fe1-7650-4c54-9f1d-517014ec3de3,買い替えキャンペーンについて,"<div data-component-type=""text""><div><br />
<br />
</div><div><img data-composite=""true"" src=""https://f.hubspotusercontent20.net/hubfs/5012528/A%E5%85%AC%E5%BC%8F/Other/202011_Replacement%20Campaign/replacement_campaign_v2.png"" alt=""replacement_campaign"" /></div><div>お申し込みにあたって、下記内容を必ずご一読くださいますようお願い申し上げます。<br />
対象製品を現在お使いの方、もしくはお持ちの方は<a href=""https://www.ankerjapan.com/apply.html?id=REPLACEMENT_2020#step"">【お申し込みの流れ】</a>をご一読の上、お申し込みください。</div><div>【受付期間】2020年11月19日 (木) 18:00 ～ 2020年12月23日 (水) 23:59</div><div>【回収期間】2020年11月19日 (木) 18:00 ～ 2021年1月14日 (木) 当日消印有効</div><h2>キャンペーン対象商品</h2><div>本キャンペーンは、2017年末日までに日本国内でご購入いただいたAnkerのモバイルバッテリーおよび充電器が対象となります。<br />
なお、一部対象外の製品もございます。対象外の製品でお申し込みを頂いた場合、製品の返却及びポイント付与は致しかねますので、ご注意ください。</div><h2>対象外製品※下記製品は本キャンペーンの対象外です</h2><div><img data-composite=""true"" src=""https://dbcn1bdvswqbx.cloudfront.net/client_info/ANKERJAPAN/itemimage/A1263/A1263001.jpg"" alt=""A1263"" /></div><div>PowerCore<br />
10000</div><div><img data-composite=""true"" src=""https://dbcn1bdvswqbx.cloudfront.",,37b924fb-2ca6-4e35-ac17-7847047d7ed8,公開済み,70b48832-e802-4fdc-a006-6aafb8bb9337,"2021-05-23 10:18:46","2021-05-23 10:19:09","2021-05-23 10:19:09","2021-05-23 10:19:09"
