No,カテゴリ名,カテゴリID,サブカテゴリ名,サブカテゴリID,記事タイトル,記事ID,記事内容,ラベル,キーワード,作成者名,更新者名
11,製品の仕様について,660d7429-3753-43a6-9df0-0a95d08cd72f,EARBUDS,85f2097d-c823-4c56-be38-66ebc88345b9,"製品仕様：JBUDS AIR
TRUE WIRELESS EARBUDS",8fc176d0-ca3f-4047-874f-e80aff2ae4e7,"<div><div data-component-type=""text""><div><img data-composite=""true"" src=""https://d2x3xhvgiqkx42.cloudfront.net/909cd300-7c3d-4124-819e-48d575bbcd8e/d3adf445-fd49-41fb-a2d6-d3a99dedeffa/2021/11/29/b4710be3-8e6d-4873-a18f-9e16cd6ea04e/8626a83b-dd23-4f9d-ba77-836947b6fa35.png"" /></div></div><div data-component-type=""text""><div><strong>AUDIOBATTERYBLUETOOTHGENERAL</strong></div><div><strong>INCLUDES:</strong>JBuds Air True Wireless Earbuds, Charging Case, 3 Sets Gel Tips, 1 Set Cush Fins, JLab Two Year Warranty.</div><ul>
  <li><strong>Speaker:</strong>Φ8mm Dynamic, Neodymium Magnet, 20Hz-20kHz, 32 Ω</li>  <li><strong>Output:</strong>103±3db</li>  <li><strong>Microphone:</strong>Right ear only, MEMS, - 38dB ±3dB</li>  <li><strong>Battery Life:</strong>6 hours in each earbud, 18+ hours in charging case</li>  <li><strong>Input Power:</strong>DC 5V, 50mA</li>  <li><strong>Earbud Battery:</strong>60mAh lithium polymer</li>  <li><strong>Earbud Charge Time:</strong>1.5 Hours</li>  <li><strong>Rapid Charge:</strong></l",,,,
12,製品の仕様について,660d7429-3753-43a6-9df0-0a95d08cd72f,EARBUDS,85f2097d-c823-4c56-be38-66ebc88345b9,"会社概要 （コピー）",90698e05-3ff5-4edd-8cec-0ea993359a62,"<div><div data-component-type=""text""><div>2021.11.25　更新</div></div><div data-component-type=""text""><div>名称</div><div>株式会社Proz (Proz.)</div><div>住所</div><div>〒160-0023<br />
東京都新宿区西新宿1-5-12 ニューセントラルビル8F<br />
</div><div>代表取締役</div><div>網本信幸</div><div>設立</div><div>2020年5月</div></div></div>",,,,
13,製品の仕様について,660d7429-3753-43a6-9df0-0a95d08cd72f,EARBUDS,85f2097d-c823-4c56-be38-66ebc88345b9,"製品仕様：JBUDS AIR ICON
TRUE WIRELESS EARBUDS",9df3b109-9b15-440e-a863-4a3a689a8e60,"<div><div data-component-type=""text""><div><img data-composite=""true"" src=""https://d2x3xhvgiqkx42.cloudfront.net/909cd300-7c3d-4124-819e-48d575bbcd8e/d3adf445-fd49-41fb-a2d6-d3a99dedeffa/2021/11/29/8d9e4a89-028c-412f-9e33-e5ff49250588/ea9d45bb-aabe-498c-a3b1-1686b5f71bcf.png"" /></div></div><div data-component-type=""text""><div><strong>AUDIOBATTERYBLUETOOTHGENERAL</strong></div><div><strong>INCLUDES:</strong>JBuds Air Icon Earbuds, Charging Case, 3 Sets Gel Tips, 1 Set Cloud FoamEartip, 2 Set Cush Fins, JLab Two Year Warranty.</div><ul>
  <li><strong>Speaker:</strong>Φ8mm Dynamic, Neodymium Magnet, 20Hz-20kHz, 32 Ω</li>  <li><strong>Output:</strong>103±3db</li>  <li><strong>Microphone:</strong>Both ears, MEMS, -38dB ±3dB</li>  <li><strong>Battery Life:</strong>6 hours in each earbud, 18+ hours in case</li>  <li><strong>Input Power:</strong>DC 5V, 50mA</li>  <li><strong>Earbud Battery:</strong>60 mAh lithium polymer</li>  <li><strong>Earbud Charge Time:</strong>1.5 Hours</li>  <li><strong>Rapid Charge:</strong></",,,,
14,製品の仕様について,660d7429-3753-43a6-9df0-0a95d08cd72f,EARBUDS,85f2097d-c823-4c56-be38-66ebc88345b9,"製品仕様：JBUDS AIR SPORT
TRUE WIRELESS EARBUDS",ef9a2feb-9fca-4c84-b3d0-588fe4ad2c48,"<div><div data-component-type=""text""><div><img data-composite=""true"" src=""https://d2x3xhvgiqkx42.cloudfront.net/909cd300-7c3d-4124-819e-48d575bbcd8e/d3adf445-fd49-41fb-a2d6-d3a99dedeffa/2021/11/29/6dfa289b-84ba-4c34-bbc4-f1af1402e164/4c3a5bc7-c604-4bd8-a510-ee8a45695640.png"" /></div></div><div data-component-type=""text""><div><strong>AUDIOBATTERYBLUETOOTHGENERAL</strong></div><h2>INCLUDES/TECH SPECS</h2><div><strong>INCLUDES:</strong>JBuds Air Sport True Wireless Earbuds, Charging Case with Integrated Charging Cable, 3 Sets Gel Tips, 1 Set Cloud FoamEartips, JLab Two Year Warranty.</div><ul>
  <li><strong>Speaker:</strong>Φ8mm Dynamic, Neodymium Magnet, 20Hz-20kHz, 32 Ω</li>  <li><strong>Output:</strong>103±3db</li>  <li><strong>Microphone:</strong>1 Knowles, 2 Silicon, -4.8dB±3 at 1KHz</li>  <li><strong>Battery Life:</strong>6.5+ hours in each earbud, 34+ hours in case</li>  <li><strong>Input Power:</strong>DC 5V, 50mA</li>  <li><strong>Earbud Battery:</strong>60mAh lithium polymer</li>  <li><strong>Ear</stro",,,,
15,製品の仕様について,660d7429-3753-43a6-9df0-0a95d08cd72f,EARBUDS,85f2097d-c823-4c56-be38-66ebc88345b9,"製品仕様：GO AIR
TRUE WIRELESS EARBUDS",f57c0e2b-3b81-4aed-a64f-4a84e8587855,"<div><div data-component-type=""text""><div><img data-composite=""true"" src=""https://d2x3xhvgiqkx42.cloudfront.net/909cd300-7c3d-4124-819e-48d575bbcd8e/d3adf445-fd49-41fb-a2d6-d3a99dedeffa/2021/11/29/e114a8d2-ffe7-4843-9444-aa761d9fcae0/aca2aeb3-a6a7-4bf9-98b6-101f520ec54e.png"" /></div></div><div data-component-type=""text""><div><strong>AUDIOBATTERYBLUETOOTHGENERAL</strong></div><h2>INCLUDES/TECH SPECS</h2><div><strong>INCLUDES:</strong>GO Air True Wireless Earbuds, Charging Case w/ Integrated Charging Cable, 3 Sets Gel Tips: Small, Medium, Large, JLab Two Year Warranty.</div><ul>
  <li><strong>Speaker:</strong>Φ8mm Dynamic, Neodymium Magnet, 20Hz-20kHz, 32 Ω</li>  <li><strong>Output:</strong>103±3db</li>  <li><strong>Microphone:</strong>Both Ears, MEMS, - 38dB±3dB</li>  <li><strong>Battery Life:</strong>5 hours in each earbud</li>  <li><strong>Input Power:</strong>DC 5V, 50mA</li>  <li><strong>Earbud Battery:</strong>43mAh lithium polymer</li>  <li><strong>Earbud Charge Time:</strong>1.5 Hours</li>  <li><st /></",,,,
16,取扱説明書のダウンロード,95e046e2-ce5d-45ad-8fb2-5fccca6c1dce,HEADPHONES,3e631029-7e86-4b80-853a-ac86136eac48,"JBUDS WORK
WIRELESS OVER-EAR
HEADSET",4056a021-b6c8-4c6b-8b70-4a5597c2abe9,"<div><div data-component-type=""text""><div><br />
<br />
<br />
<br />
</div><h3>FIRST TIME SET UP: BLUETOOTH PAIRING</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_BT_Setup.png?v=1629153161"" alt=""Power &amp; Bluetooth Function for the JBuds Work Wireless Over-Ear Headset"" /></div><h3>MULTIPOINT (CONNECT 2 DEVICES SIMULTANEOUSLY)</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_BT_Multipoint.png?v=1629153161"" alt=""How to use Bluetooth Multipoint Functionality for JBuds Work Wireless Over-Ear Headset"" /></div><h3>CONTROLS &amp; EQ SETTINGS</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_Controls.png?v=1629153161"" alt=""Button Controls for JBuds Work Wireless Over-Ear Headset"" /></div><h3>HOW TO CHARGE YOUR HEADPHONES<br />
<img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_Chargin",,,,
17,取扱説明書のダウンロード,95e046e2-ce5d-45ad-8fb2-5fccca6c1dce,HEADPHONES,3e631029-7e86-4b80-853a-ac86136eac48,"JBUDS WORK
WIRELESS OVER-EAR
HEADSET",ca9c4958-e5a6-4ff6-bb52-ec616f3cd909,"<div><div data-component-type=""text""><div><br />
<br />
<br />
<br />
</div><h3>FIRST TIME SET UP: BLUETOOTH PAIRING</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_BT_Setup.png?v=1629153161"" alt=""Power &amp; Bluetooth Function for the JBuds Work Wireless Over-Ear Headset"" /></div><h3>MULTIPOINT (CONNECT 2 DEVICES SIMULTANEOUSLY)</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_BT_Multipoint.png?v=1629153161"" alt=""How to use Bluetooth Multipoint Functionality for JBuds Work Wireless Over-Ear Headset"" /></div><h3>CONTROLS &amp; EQ SETTINGS</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_Controls.png?v=1629153161"" alt=""Button Controls for JBuds Work Wireless Over-Ear Headset"" /></div><h3>HOW TO CHARGE YOUR HEADPHONES<br />
<img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Work_Chargin",,,,
18,取扱説明書のダウンロード,95e046e2-ce5d-45ad-8fb2-5fccca6c1dce,EARBUDS,eb993633-c9c9-4626-bae9-4154447ba302,"取扱説明書：EPIC AIR ANC
TRUE WIRELESS EARBUDS",636863e0-7515-4ec7-b042-079f99af6cc1,"<div><div data-component-type=""text""><div><br />
<br />
<br />
<br />
<br />
<br />
</div><h3>FIRST TIME SET UP: BLUETOOTH PAIRING</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_BT_Set_Up.png?v=1595889960"" alt=""How to wirelessly connect your Epic Air ANC"" /></div><h3>HOW TO CONTROL YOUR EPIC AIR ANC</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_Controls.png?v=1596563147"" alt=""Controls for your Epic Air ANC"" /></div><h3>HOW TO FIT YOUR EPIC AIR ANC</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_Fitting.png?v=1595889960"" alt=""How to fit your Epic Air ANC"" /></div><h3>HOW TO CHARGE YOUR EPIC AIR ANC</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_Charging.png?v=1596563146"" alt=""How to charge your Epic Air ANC"" /></div><h3>TROUBLESHOOTING CONNECTION</h3><div",,,,
19,取扱説明書のダウンロード,95e046e2-ce5d-45ad-8fb2-5fccca6c1dce,EARBUDS,eb993633-c9c9-4626-bae9-4154447ba302,"取扱説明書：GO AIR
TRUE WIRELESS EARBUDS",65470f4c-0470-48e1-adf2-038c81344d91,"<div><div data-component-type=""text""><div><br />
<br />
<br />
<br />
<br />
<br />
<br />
</div><h3>FIRST TIME SET UP: BLUETOOTH PAIRING</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_GO_Air_BT_Set_Up.png?v=1577745323"" alt=""How to wirelessly connect your GO Air"" /></div><h3>HOW TO CONTROL YOUR GO AIR</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_GO_Air_Controls.png?v=1578599044"" alt=""Controls for your GO Air"" /></div><div><strong>TURNING OFF EARBUDS</strong><br />
The earbuds will automatically turn off when returned to the case. If the case does not have a charge, then it's not able to turn them off. You can charge the case or manually turn off each earbud by disconnecting them from Bluetooth (and they will auto shut off in 3 minutes).</div><h3>TROUBLESHOOTING</h3><div><strong>Connection failure or earbuds disconnected from each other (Manual Reset)</strong></div><div><img data-composite=""true"" src=""http",,,,
20,取扱説明書のダウンロード,95e046e2-ce5d-45ad-8fb2-5fccca6c1dce,EARBUDS,eb993633-c9c9-4626-bae9-4154447ba302,"取扱説明書：EPIC AIR ANC
TRUE WIRELESS EARBUDS",9fe84046-112b-4f5b-8b68-e7dbc7673c40,"<div><div data-component-type=""text""><div><br />
<br />
<br />
<br />
<br />
<br />
</div><h3>FIRST TIME SET UP: BLUETOOTH PAIRING</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_BT_Set_Up.png?v=1595889960"" alt=""How to wirelessly connect your Epic Air ANC"" /></div><h3>HOW TO CONTROL YOUR EPIC AIR ANC</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_Controls.png?v=1596563147"" alt=""Controls for your Epic Air ANC"" /></div><h3>HOW TO FIT YOUR EPIC AIR ANC</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_Fitting.png?v=1595889960"" alt=""How to fit your Epic Air ANC"" /></div><h3>HOW TO CHARGE YOUR EPIC AIR ANC</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_Epic_Air_ANC_Charging.png?v=1596563146"" alt=""How to charge your Epic Air ANC"" /></div><h3>TROUBLESHOOTING CONNECTION</h3><div",,,,
21,取扱説明書のダウンロード,95e046e2-ce5d-45ad-8fb2-5fccca6c1dce,EARBUDS,eb993633-c9c9-4626-bae9-4154447ba302,"取扱説明書：JBUDS AIR SPORT
TRUE WIRELESS EARBUDS",c7e0c3e5-3a47-4b3c-8c05-f116a23a3c17,"<div><div data-component-type=""text""><div><br />
<br />
<br />
<br />
</div><h3>FIRST TIME SET UP: BLUETOOTH PAIRING</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Air_Sport_v2_BT_Set_Up.png?v=1620242764"" alt=""How to wirelessly connect your JBuds Air Sport"" /></div><h3>HOW TO CONTROL YOUR JBUDS AIR SPORT</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Air_Sport_v2_Controls.png?v=1620242763"" alt=""Controls for your JBuds Air Sport"" /></div><h3>HOW TO FIT YOUR JBUDS AIR SPORT</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Air_Sport_v2_Fitting.png?v=1620242763"" alt=""How to fit your JBuds Air Sport"" /></div><h3>TROUBLESHOOTING CONNECTION</h3><div><img data-composite=""true"" src=""https://cdn.shopify.com/s/files/1/0240/9337/files/Support_JBuds_Air_Sport_v2_Troubleshoot.png?v=1620242763"" alt=""How to reconnect your JBuds Air Sport"" /></div></div><di",,,,
